County,STI_Disease,Year,Cases,Rate,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,H_MALE,H_FEMALE
Allen,Chlaydia,2022,583,576.6,101086.0,50508.0,50578.0,41783.0,42059.0,6262.0,6063.0,1979.0,1658.0
Allen,Chlaydia,2023,606,601.0,100851.0,50374.0,50477.0,41580.0,41888.0,6237.0,6033.0,2078.0,1770.0
Allen,Chlaydia,2024,561,556.3,100866.0,50357.0,50509.0,41468.0,41781.0,6272.0,6065.0,2209.0,1881.0
Allen,Gonorrhoea,2020,216,107.1,102137.0,51077.0,51060.0,42355.0,42518.0,6429.0,6278.0,1797.0,1552.0
Allen,Gonorrhoea,2021,236,231.8,101800.0,50928.0,50872.0,42174.0,42306.0,6367.0,6211.0,1867.0,1622.0
Allen,Gonorrhoea,2022,306,211.8,101086.0,50508.0,50578.0,41783.0,42059.0,6262.0,6063.0,1979.0,1658.0
Allen,Gonorrhoea,2023,108,302.6,100851.0,50374.0,50477.0,41580.0,41888.0,6237.0,6033.0,2078.0,1770.0
Allen,Gonorrhoea,2024,147,145.8,100866.0,50357.0,50509.0,41468.0,41781.0,6272.0,6065.0,2209.0,1881.0
Allen,Syphillis,2020,16,15.7,102137.0,51077.0,51060.0,42355.0,42518.0,6429.0,6278.0,1797.0,1552.0
Allen,Syphillis,2021,27,26.5,101800.0,50928.0,50872.0,42174.0,42306.0,6367.0,6211.0,1867.0,1622.0
Allen,Syphillis,2022,34,33.6,101086.0,50508.0,50578.0,41783.0,42059.0,6262.0,6063.0,1979.0,1658.0
Allen,Syphillis,2023,26,25.8,100851.0,50374.0,50477.0,41580.0,41888.0,6237.0,6033.0,2078.0,1770.0
Allen,Syphillis,2024,22,21.8,100866.0,50357.0,50509.0,41468.0,41781.0,6272.0,6065.0,2209.0,1881.0
Ashland,Chlaydia,2020,115,215.5,52476.0,26024.0,26452.0,25052.0,25558.0,325.0,182.0,401.0,457.0
Ashland,Chlaydia,2021,127,242.6,52193.0,25837.0,26356.0,24869.0,25437.0,320.0,203.0,413.0,465.0
Ashland,Chlaydia,2022,95,182.1,52010.0,25823.0,26187.0,24826.0,25253.0,344.0,193.0,460.0,482.0
Ashland,Chlaydia,2023,83,159.0,52183.0,25957.0,26226.0,24940.0,25287.0,347.0,210.0,470.0,507.0
Ashland,Chlaydia,2024,85,162.9,52420.0,26068.0,26352.0,25036.0,25392.0,359.0,228.0,498.0,526.0
Ashland,Gonorrhoea,2020,14,42.0,52476.0,26024.0,26452.0,25052.0,25558.0,325.0,182.0,401.0,457.0
Ashland,Gonorrhoea,2021,22,26.2,52193.0,25837.0,26356.0,24869.0,25437.0,320.0,203.0,413.0,465.0
Ashland,Gonorrhoea,2022,24,46.0,52010.0,25823.0,26187.0,24826.0,25253.0,344.0,193.0,460.0,482.0
Ashland,Gonorrhoea,2023,15,28.7,52183.0,25957.0,26226.0,24940.0,25287.0,347.0,210.0,470.0,507.0
Ashland,Gonorrhoea,2024,11,21.1,52420.0,26068.0,26352.0,25036.0,25392.0,359.0,228.0,498.0,526.0
Ashland,Syphillis,2020,3,5.6,52476.0,26024.0,26452.0,25052.0,25558.0,325.0,182.0,401.0,457.0
Ashland,Syphillis,2021,4,7.6,52193.0,25837.0,26356.0,24869.0,25437.0,320.0,203.0,413.0,465.0
Ashland,Syphillis,2022,3,5.7,52010.0,25823.0,26187.0,24826.0,25253.0,344.0,193.0,460.0,482.0
Ashland,Syphillis,2023,6,11.5,52183.0,25957.0,26226.0,24940.0,25287.0,347.0,210.0,470.0,507.0
Ashland,Syphillis,2024,6,11.5,52420.0,26068.0,26352.0,25036.0,25392.0,359.0,228.0,498.0,526.0
Ashtabula,Chlaydia,2020,269,278.7,97512.0,49655.0,47857.0,45411.0,44980.0,2629.0,1237.0,2463.0,2057.0
Ashtabula,Chlaydia,2021,294,301.7,97470.0,49842.0,47628.0,45392.0,44736.0,2767.0,1231.0,2558.0,2132.0
Ashtabula,Chlaydia,2022,230,237.1,96987.0,49628.0,47359.0,45099.0,44446.0,2803.0,1240.0,2604.0,2217.0
Ashtabula,Chlaydia,2023,239,246.8,96962.0,49639.0,47323.0,45049.0,44343.0,2808.0,1275.0,2699.0,2301.0
Ashtabula,Chlaydia,2024,226,233.4,96906.0,49625.0,47281.0,45016.0,44207.0,2786.0,1314.0,2769.0,2410.0
Ashtabula,Gonorrhoea,2020,136,161.1,97512.0,49655.0,47857.0,45411.0,44980.0,2629.0,1237.0,2463.0,2057.0
Ashtabula,Gonorrhoea,2021,157,140.9,97470.0,49842.0,47628.0,45392.0,44736.0,2767.0,1231.0,2558.0,2132.0
Ashtabula,Gonorrhoea,2022,104,107.2,96987.0,49628.0,47359.0,45099.0,44446.0,2803.0,1240.0,2604.0,2217.0
Ashtabula,Gonorrhoea,2023,45,46.5,96962.0,49639.0,47323.0,45049.0,44343.0,2808.0,1275.0,2699.0,2301.0
Ashtabula,Gonorrhoea,2024,69,71.2,96906.0,49625.0,47281.0,45016.0,44207.0,2786.0,1314.0,2769.0,2410.0
Ashtabula,Syphillis,2020,2,2.1,97512.0,49655.0,47857.0,45411.0,44980.0,2629.0,1237.0,2463.0,2057.0
Ashtabula,Syphillis,2021,8,8.2,97470.0,49842.0,47628.0,45392.0,44736.0,2767.0,1231.0,2558.0,2132.0
Ashtabula,Syphillis,2022,11,11.3,96987.0,49628.0,47359.0,45099.0,44446.0,2803.0,1240.0,2604.0,2217.0
Ashtabula,Syphillis,2023,18,18.6,96962.0,49639.0,47323.0,45049.0,44343.0,2808.0,1275.0,2699.0,2301.0
Ashtabula,Syphillis,2024,22,22.7,96906.0,49625.0,47281.0,45016.0,44207.0,2786.0,1314.0,2769.0,2410.0
Athens,Chlaydia,2020,227,346.7,62380.0,31117.0,31263.0,28311.0,28561.0,905.0,877.0,696.0,700.0
Athens,Chlaydia,2021,257,435.0,59090.0,29544.0,29546.0,26944.0,27048.0,847.0,749.0,649.0,659.0
Athens,Chlaydia,2022,241,408.6,61029.0,30420.0,30609.0,27681.0,27895.0,918.0,842.0,693.0,698.0
Athens,Chlaydia,2023,203,323.7,62969.0,31322.0,31647.0,28440.0,28718.0,1003.0,892.0,751.0,740.0
Athens,Chlaydia,2024,164,261.5,63218.0,31446.0,31772.0,28475.0,28751.0,1029.0,889.0,797.0,734.0
Athens,Gonorrhoea,2020,62,65.4,62380.0,31117.0,31263.0,28311.0,28561.0,905.0,877.0,696.0,700.0
Athens,Gonorrhoea,2021,55,94.7,59090.0,29544.0,29546.0,26944.0,27048.0,847.0,749.0,649.0,659.0
Athens,Gonorrhoea,2022,32,93.1,61029.0,30420.0,30609.0,27681.0,27895.0,918.0,842.0,693.0,698.0
Athens,Gonorrhoea,2023,41,54.3,62969.0,31322.0,31647.0,28440.0,28718.0,1003.0,892.0,751.0,740.0
Athens,Gonorrhoea,2024,18,28.7,63218.0,31446.0,31772.0,28475.0,28751.0,1029.0,889.0,797.0,734.0
Athens,Syphillis,2020,2,3.1,62380.0,31117.0,31263.0,28311.0,28561.0,905.0,877.0,696.0,700.0
Athens,Syphillis,2021,11,18.6,59090.0,29544.0,29546.0,26944.0,27048.0,847.0,749.0,649.0,659.0
Athens,Syphillis,2022,9,15.3,61029.0,30420.0,30609.0,27681.0,27895.0,918.0,842.0,693.0,698.0
Athens,Syphillis,2023,8,12.8,62969.0,31322.0,31647.0,28440.0,28718.0,1003.0,892.0,751.0,740.0
Athens,Syphillis,2024,5,8.0,63218.0,31446.0,31772.0,28475.0,28751.0,1029.0,889.0,797.0,734.0
Auglaize,Chlaydia,2020,108,236.4,46473.0,23337.0,23136.0,22622.0,22520.0,201.0,122.0,432.0,379.0
Auglaize,Chlaydia,2021,103,222.8,46261.0,23257.0,23004.0,22473.0,22351.0,209.0,123.0,445.0,384.0
Auglaize,Chlaydia,2022,106,230.7,45949.0,23065.0,22884.0,22296.0,22205.0,210.0,129.0,459.0,394.0
Auglaize,Chlaydia,2023,93,202.0,46018.0,23145.0,22873.0,22338.0,22179.0,228.0,128.0,479.0,410.0
Auglaize,Chlaydia,2024,65,141.2,45922.0,23135.0,22787.0,22287.0,22066.0,222.0,134.0,520.0,435.0
Auglaize,Gonorrhoea,2020,17,17.4,46473.0,23337.0,23136.0,22622.0,22520.0,201.0,122.0,432.0,379.0
Auglaize,Gonorrhoea,2021,19,41.1,46261.0,23257.0,23004.0,22473.0,22351.0,209.0,123.0,445.0,384.0
Auglaize,Gonorrhoea,2022,17,37.2,45949.0,23065.0,22884.0,22296.0,22205.0,210.0,129.0,459.0,394.0
Auglaize,Gonorrhoea,2023,8,37.0,46018.0,23145.0,22873.0,22338.0,22179.0,228.0,128.0,479.0,410.0
Auglaize,Gonorrhoea,2024,17,36.9,45922.0,23135.0,22787.0,22287.0,22066.0,222.0,134.0,520.0,435.0
Auglaize,Syphillis,2020,5,10.9,46473.0,23337.0,23136.0,22622.0,22520.0,201.0,122.0,432.0,379.0
Auglaize,Syphillis,2021,0,0.0,46261.0,23257.0,23004.0,22473.0,22351.0,209.0,123.0,445.0,384.0
Auglaize,Syphillis,2022,1,2.2,45949.0,23065.0,22884.0,22296.0,22205.0,210.0,129.0,459.0,394.0
Auglaize,Syphillis,2023,4,8.7,46018.0,23145.0,22873.0,22338.0,22179.0,228.0,128.0,479.0,410.0
Auglaize,Syphillis,2024,0,0.0,45922.0,23135.0,22787.0,22287.0,22066.0,222.0,134.0,520.0,435.0
Belmont,Chlaydia,2020,139,210.8,66291.0,34207.0,32084.0,31068.0,30645.0,2359.0,543.0,484.0,304.0
Belmont,Chlaydia,2021,126,191.2,65909.0,34092.0,31817.0,30830.0,30394.0,2444.0,546.0,519.0,302.0
Belmont,Chlaydia,2022,133,203.0,65495.0,33901.0,31594.0,30582.0,30118.0,2455.0,574.0,552.0,325.0
Belmont,Chlaydia,2023,136,209.5,64980.0,33701.0,31279.0,30369.0,29766.0,2425.0,580.0,580.0,350.0
Belmont,Chlaydia,2024,92,141.7,64692.0,33441.0,31251.0,30096.0,29694.0,2439.0,608.0,614.0,398.0
Belmont,Gonorrhoea,2020,65,51.6,66291.0,34207.0,32084.0,31068.0,30645.0,2359.0,543.0,484.0,304.0
Belmont,Gonorrhoea,2021,34,38.2,65909.0,34092.0,31817.0,30830.0,30394.0,2444.0,546.0,519.0,302.0
Belmont,Gonorrhoea,2022,25,98.6,65495.0,33901.0,31594.0,30582.0,30118.0,2455.0,574.0,552.0,325.0
Belmont,Gonorrhoea,2023,18,27.7,64980.0,33701.0,31279.0,30369.0,29766.0,2425.0,580.0,580.0,350.0
Belmont,Gonorrhoea,2024,25,38.5,64692.0,33441.0,31251.0,30096.0,29694.0,2439.0,608.0,614.0,398.0
Belmont,Syphillis,2020,1,1.5,66291.0,34207.0,32084.0,31068.0,30645.0,2359.0,543.0,484.0,304.0
Belmont,Syphillis,2021,2,3.0,65909.0,34092.0,31817.0,30830.0,30394.0,2444.0,546.0,519.0,302.0
Belmont,Syphillis,2022,1,1.5,65495.0,33901.0,31594.0,30582.0,30118.0,2455.0,574.0,552.0,325.0
Belmont,Syphillis,2023,2,3.1,64980.0,33701.0,31279.0,30369.0,29766.0,2425.0,580.0,580.0,350.0
Belmont,Syphillis,2024,5,7.7,64692.0,33441.0,31251.0,30096.0,29694.0,2439.0,608.0,614.0,398.0
Brown,Chlaydia,2020,146,336.3,43684.0,21830.0,21854.0,21126.0,21227.0,235.0,190.0,254.0,261.0
Brown,Chlaydia,2021,97,222.0,43708.0,21790.0,21918.0,21096.0,21298.0,233.0,186.0,258.0,271.0
Brown,Chlaydia,2022,117,267.9,43707.0,21758.0,21949.0,21039.0,21295.0,243.0,205.0,261.0,288.0
Brown,Chlaydia,2023,86,196.5,43834.0,21880.0,21954.0,21138.0,21294.0,248.0,206.0,287.0,300.0
Brown,Chlaydia,2024,77,175.9,44292.0,22128.0,22164.0,21356.0,21465.0,249.0,226.0,335.0,344.0
Brown,Gonorrhoea,2020,24,55.3,43684.0,21830.0,21854.0,21126.0,21227.0,235.0,190.0,254.0,261.0
Brown,Gonorrhoea,2021,25,57.2,43708.0,21790.0,21918.0,21096.0,21298.0,233.0,186.0,258.0,271.0
Brown,Gonorrhoea,2022,19,43.5,43707.0,21758.0,21949.0,21039.0,21295.0,243.0,205.0,261.0,288.0
Brown,Gonorrhoea,2023,14,32.0,43834.0,21880.0,21954.0,21138.0,21294.0,248.0,206.0,287.0,300.0
Brown,Gonorrhoea,2024,18,41.1,44292.0,22128.0,22164.0,21356.0,21465.0,249.0,226.0,335.0,344.0
Brown,Syphillis,2020,4,9.2,43684.0,21830.0,21854.0,21126.0,21227.0,235.0,190.0,254.0,261.0
Brown,Syphillis,2021,4,9.2,43708.0,21790.0,21918.0,21096.0,21298.0,233.0,186.0,258.0,271.0
Brown,Syphillis,2022,5,11.4,43707.0,21758.0,21949.0,21039.0,21295.0,243.0,205.0,261.0,288.0
Brown,Syphillis,2023,6,13.7,43834.0,21880.0,21954.0,21138.0,21294.0,248.0,206.0,287.0,300.0
Brown,Syphillis,2024,3,6.9,44292.0,22128.0,22164.0,21356.0,21465.0,249.0,226.0,335.0,344.0
Butler,Chlaydia,2020,1489,386.1,390887.0,192968.0,197919.0,160519.0,164759.0,18449.0,18921.0,12828.0,12509.0
Butler,Chlaydia,2021,1429,368.5,387671.0,191510.0,196161.0,157858.0,161994.0,18954.0,19422.0,13084.0,12662.0
Butler,Chlaydia,2022,1292,332.6,390689.0,193067.0,197622.0,157326.0,161443.0,19848.0,20284.0,13621.0,13255.0
Butler,Chlaydia,2023,1330,338.4,395593.0,195633.0,199960.0,157780.0,161711.0,20502.0,21013.0,14422.0,14029.0
Butler,Chlaydia,2024,1176,299.2,399542.0,197806.0,201736.0,157931.0,161730.0,21267.0,21658.0,15331.0,14901.0
Butler,Gonorrhoea,2020,625,129.2,390887.0,192968.0,197919.0,160519.0,164759.0,18449.0,18921.0,12828.0,12509.0
Butler,Gonorrhoea,2021,501,109.2,387671.0,191510.0,196161.0,157858.0,161994.0,18954.0,19422.0,13084.0,12662.0
Butler,Gonorrhoea,2022,424,162.1,390689.0,193067.0,197622.0,157326.0,161443.0,19848.0,20284.0,13621.0,13255.0
Butler,Gonorrhoea,2023,424,107.9,395593.0,195633.0,199960.0,157780.0,161711.0,20502.0,21013.0,14422.0,14029.0
Butler,Gonorrhoea,2024,356,90.6,399542.0,197806.0,201736.0,157931.0,161730.0,21267.0,21658.0,15331.0,14901.0
Butler,Syphillis,2020,38,9.9,390887.0,192968.0,197919.0,160519.0,164759.0,18449.0,18921.0,12828.0,12509.0
Butler,Syphillis,2021,71,18.3,387671.0,191510.0,196161.0,157858.0,161994.0,18954.0,19422.0,13084.0,12662.0
Butler,Syphillis,2022,134,34.5,390689.0,193067.0,197622.0,157326.0,161443.0,19848.0,20284.0,13621.0,13255.0
Butler,Syphillis,2023,135,34.3,395593.0,195633.0,199960.0,157780.0,161711.0,20502.0,21013.0,14422.0,14029.0
Butler,Syphillis,2024,136,34.6,399542.0,197806.0,201736.0,157931.0,161730.0,21267.0,21658.0,15331.0,14901.0
Carroll,Chlaydia,2020,36,133.8,26702.0,13575.0,13127.0,13196.0,12745.0,132.0,75.0,177.0,147.0
Carroll,Chlaydia,2021,49,183.7,26702.0,13562.0,13140.0,13151.0,12749.0,143.0,79.0,192.0,161.0
Carroll,Chlaydia,2022,55,206.3,26677.0,13546.0,13131.0,13112.0,12742.0,142.0,73.0,189.0,157.0
Carroll,Chlaydia,2023,38,142.0,26754.0,13538.0,13216.0,13060.0,12802.0,153.0,81.0,201.0,170.0
Carroll,Chlaydia,2024,30,112.1,26460.0,13368.0,13092.0,12896.0,12679.0,153.0,79.0,198.0,183.0
Carroll,Gonorrhoea,2020,9,14.9,26702.0,13575.0,13127.0,13196.0,12745.0,132.0,75.0,177.0,147.0
Carroll,Gonorrhoea,2021,14,52.5,26702.0,13562.0,13140.0,13151.0,12749.0,143.0,79.0,192.0,161.0
Carroll,Gonorrhoea,2022,10,33.5,26677.0,13546.0,13131.0,13112.0,12742.0,142.0,73.0,189.0,157.0
Carroll,Gonorrhoea,2023,4,37.5,26754.0,13538.0,13216.0,13060.0,12802.0,153.0,81.0,201.0,170.0
Carroll,Gonorrhoea,2024,10,37.4,26460.0,13368.0,13092.0,12896.0,12679.0,153.0,79.0,198.0,183.0
Carroll,Syphillis,2020,1,3.7,26702.0,13575.0,13127.0,13196.0,12745.0,132.0,75.0,177.0,147.0
Carroll,Syphillis,2021,1,3.7,26702.0,13562.0,13140.0,13151.0,12749.0,143.0,79.0,192.0,161.0
Carroll,Syphillis,2022,5,18.8,26677.0,13546.0,13131.0,13112.0,12742.0,142.0,73.0,189.0,157.0
Carroll,Syphillis,2023,3,11.2,26754.0,13538.0,13216.0,13060.0,12802.0,153.0,81.0,201.0,170.0
Carroll,Syphillis,2024,1,3.7,26460.0,13368.0,13092.0,12896.0,12679.0,153.0,79.0,198.0,183.0
Champaign,Chlaydia,2020,108,277.2,38743.0,19411.0,19332.0,18322.0,18345.0,446.0,362.0,330.0,314.0
Champaign,Chlaydia,2021,86,221.8,38800.0,19410.0,19390.0,18308.0,18392.0,456.0,349.0,353.0,338.0
Champaign,Chlaydia,2022,70,180.8,38712.0,19285.0,19427.0,18161.0,18414.0,470.0,353.0,367.0,358.0
Champaign,Chlaydia,2023,72,185.4,38857.0,19362.0,19495.0,18185.0,18402.0,485.0,376.0,375.0,344.0
Champaign,Chlaydia,2024,67,172.5,38907.0,19359.0,19548.0,18141.0,18441.0,497.0,385.0,405.0,356.0
Champaign,Gonorrhoea,2020,44,59.2,38743.0,19411.0,19332.0,18322.0,18345.0,446.0,362.0,330.0,314.0
Champaign,Gonorrhoea,2021,34,112.9,38800.0,19410.0,19390.0,18308.0,18392.0,456.0,349.0,353.0,338.0
Champaign,Gonorrhoea,2022,28,87.7,38712.0,19285.0,19427.0,18161.0,18414.0,470.0,353.0,367.0,358.0
Champaign,Gonorrhoea,2023,23,72.3,38857.0,19362.0,19495.0,18185.0,18402.0,485.0,376.0,375.0,344.0
Champaign,Gonorrhoea,2024,16,41.2,38907.0,19359.0,19548.0,18141.0,18441.0,497.0,385.0,405.0,356.0
Champaign,Syphillis,2020,9,23.1,38743.0,19411.0,19332.0,18322.0,18345.0,446.0,362.0,330.0,314.0
Champaign,Syphillis,2021,7,18.0,38800.0,19410.0,19390.0,18308.0,18392.0,456.0,349.0,353.0,338.0
Champaign,Syphillis,2022,12,31.0,38712.0,19285.0,19427.0,18161.0,18414.0,470.0,353.0,367.0,358.0
Champaign,Syphillis,2023,5,12.9,38857.0,19362.0,19495.0,18185.0,18402.0,485.0,376.0,375.0,344.0
Champaign,Syphillis,2024,6,15.4,38907.0,19359.0,19548.0,18141.0,18441.0,497.0,385.0,405.0,356.0
Clark,Chlaydia,2020,666,498.5,135894.0,66510.0,69384.0,57464.0,60151.0,6153.0,6182.0,2931.0,2394.0
Clark,Chlaydia,2021,636,468.5,135490.0,66318.0,69172.0,57121.0,59769.0,6169.0,6263.0,2981.0,2438.0
Clark,Chlaydia,2022,740,548.8,134686.0,65954.0,68732.0,56662.0,59226.0,6168.0,6347.0,3099.0,2539.0
Clark,Chlaydia,2023,678,503.7,134735.0,66036.0,68699.0,56424.0,58951.0,6380.0,6510.0,3258.0,2703.0
Clark,Chlaydia,2024,672,499.2,134985.0,66238.0,68747.0,56170.0,58708.0,6709.0,6709.0,3478.0,2840.0
Clark,Gonorrhoea,2020,457,153.0,135894.0,66510.0,69384.0,57464.0,60151.0,6153.0,6182.0,2931.0,2394.0
Clark,Gonorrhoea,2021,373,342.1,135490.0,66318.0,69172.0,57121.0,59769.0,6169.0,6263.0,2981.0,2438.0
Clark,Gonorrhoea,2022,319,274.8,134686.0,65954.0,68732.0,56662.0,59226.0,6168.0,6347.0,3099.0,2539.0
Clark,Gonorrhoea,2023,206,236.6,134735.0,66036.0,68699.0,56424.0,58951.0,6380.0,6510.0,3258.0,2703.0
Clark,Gonorrhoea,2024,179,133.0,134985.0,66238.0,68747.0,56170.0,58708.0,6709.0,6709.0,3478.0,2840.0
Clark,Syphillis,2020,81,60.6,135894.0,66510.0,69384.0,57464.0,60151.0,6153.0,6182.0,2931.0,2394.0
Clark,Syphillis,2021,115,84.7,135490.0,66318.0,69172.0,57121.0,59769.0,6169.0,6263.0,2981.0,2438.0
Clark,Syphillis,2022,130,96.4,134686.0,65954.0,68732.0,56662.0,59226.0,6168.0,6347.0,3099.0,2539.0
Clark,Syphillis,2023,50,37.1,134735.0,66036.0,68699.0,56424.0,58951.0,6380.0,6510.0,3258.0,2703.0
Clark,Syphillis,2024,48,35.7,134985.0,66238.0,68747.0,56170.0,58708.0,6709.0,6709.0,3478.0,2840.0
Clermont,Chlaydia,2020,531,256.0,208755.0,103612.0,105143.0,97903.0,99862.0,2063.0,1741.0,2608.0,2335.0
Clermont,Chlaydia,2021,557,265.4,209919.0,104101.0,105818.0,98210.0,100344.0,2209.0,1875.0,2691.0,2424.0
Clermont,Chlaydia,2022,507,240.5,210906.0,104579.0,106327.0,98444.0,100553.0,2332.0,2033.0,2827.0,2564.0
Clermont,Chlaydia,2023,502,236.8,212202.0,105164.0,107038.0,98697.0,100933.0,2471.0,2148.0,2967.0,2711.0
Clermont,Chlaydia,2024,378,178.3,214123.0,106028.0,108095.0,99191.0,101539.0,2701.0,2322.0,3121.0,2955.0
Clermont,Gonorrhoea,2020,137,66.0,208755.0,103612.0,105143.0,97903.0,99862.0,2063.0,1741.0,2608.0,2335.0
Clermont,Gonorrhoea,2021,155,43.4,209919.0,104101.0,105818.0,98210.0,100344.0,2209.0,1875.0,2691.0,2424.0
Clermont,Gonorrhoea,2022,115,73.9,210906.0,104579.0,106327.0,98444.0,100553.0,2332.0,2033.0,2827.0,2564.0
Clermont,Gonorrhoea,2023,92,54.6,212202.0,105164.0,107038.0,98697.0,100933.0,2471.0,2148.0,2967.0,2711.0
Clermont,Gonorrhoea,2024,79,37.3,214123.0,106028.0,108095.0,99191.0,101539.0,2701.0,2322.0,3121.0,2955.0
Clermont,Syphillis,2020,16,7.7,208755.0,103612.0,105143.0,97903.0,99862.0,2063.0,1741.0,2608.0,2335.0
Clermont,Syphillis,2021,18,8.6,209919.0,104101.0,105818.0,98210.0,100344.0,2209.0,1875.0,2691.0,2424.0
Clermont,Syphillis,2022,19,9.0,210906.0,104579.0,106327.0,98444.0,100553.0,2332.0,2033.0,2827.0,2564.0
Clermont,Syphillis,2023,32,15.1,212202.0,105164.0,107038.0,98697.0,100933.0,2471.0,2148.0,2967.0,2711.0
Clermont,Syphillis,2024,17,8.0,214123.0,106028.0,108095.0,99191.0,101539.0,2701.0,2322.0,3121.0,2955.0
Clinton,Chlaydia,2020,116,276.7,42035.0,20857.0,21178.0,19603.0,20071.0,534.0,409.0,425.0,370.0
Clinton,Chlaydia,2021,119,282.7,42130.0,20891.0,21239.0,19615.0,20088.0,526.0,410.0,457.0,398.0
Clinton,Chlaydia,2022,100,238.3,41902.0,20738.0,21164.0,19437.0,19965.0,519.0,411.0,528.0,443.0
Clinton,Chlaydia,2023,98,233.7,41972.0,20729.0,21243.0,19422.0,19978.0,517.0,414.0,557.0,507.0
Clinton,Chlaydia,2024,94,224.1,42019.0,20734.0,21285.0,19428.0,19970.0,496.0,405.0,597.0,593.0
Clinton,Gonorrhoea,2020,36,85.9,42035.0,20857.0,21178.0,19603.0,20071.0,534.0,409.0,425.0,370.0
Clinton,Gonorrhoea,2021,26,61.8,42130.0,20891.0,21239.0,19615.0,20088.0,526.0,410.0,457.0,398.0
Clinton,Gonorrhoea,2022,35,83.4,41902.0,20738.0,21164.0,19437.0,19965.0,519.0,411.0,528.0,443.0
Clinton,Gonorrhoea,2023,31,73.9,41972.0,20729.0,21243.0,19422.0,19978.0,517.0,414.0,557.0,507.0
Clinton,Gonorrhoea,2024,30,71.5,42019.0,20734.0,21285.0,19428.0,19970.0,496.0,405.0,597.0,593.0
Clinton,Syphillis,2020,2,4.8,42035.0,20857.0,21178.0,19603.0,20071.0,534.0,409.0,425.0,370.0
Clinton,Syphillis,2021,5,11.9,42130.0,20891.0,21239.0,19615.0,20088.0,526.0,410.0,457.0,398.0
Clinton,Syphillis,2022,10,23.8,41902.0,20738.0,21164.0,19437.0,19965.0,519.0,411.0,528.0,443.0
Clinton,Syphillis,2023,7,16.7,41972.0,20729.0,21243.0,19422.0,19978.0,517.0,414.0,557.0,507.0
Clinton,Syphillis,2024,4,9.5,42019.0,20734.0,21285.0,19428.0,19970.0,496.0,405.0,597.0,593.0
Columbiana,Chlaydia,2020,228,225.5,101650.0,51685.0,49965.0,48439.0,48262.0,1968.0,593.0,1148.0,649.0
Columbiana,Chlaydia,2021,216,213.3,101372.0,51580.0,49792.0,48279.0,48070.0,1984.0,586.0,1180.0,682.0
Columbiana,Chlaydia,2022,164,163.2,100537.0,51174.0,49363.0,47828.0,47627.0,2020.0,611.0,1202.0,700.0
Columbiana,Chlaydia,2023,212,211.6,100137.0,51013.0,49124.0,47614.0,47353.0,2031.0,603.0,1251.0,753.0
Columbiana,Chlaydia,2024,143,142.7,99823.0,50871.0,48952.0,47404.0,47134.0,2061.0,599.0,1283.0,771.0
Columbiana,Gonorrhoea,2020,62,37.9,101650.0,51685.0,49965.0,48439.0,48262.0,1968.0,593.0,1148.0,649.0
